Network,N_Nodes,Density,Rigidity,Hidden_Ratio,Target_Bucket,Target_Node,Target_Value,Exact_SDP,Exact_Time_sec,Exact_Peak_Memory_MB,MCMC_Mean_SDP,MCMC_Variance,MCMC_Avg_Time_sec,MCMC_Peak_Memory_MB,Absolute_Error,PT_MCMC_Mean_SDP,PT_MCMC_Variance,PT_MCMC_Avg_Time_sec,PT_Peak_Memory_MB,PT_Absolute_Error
bn_n50_w6_rigid_extreme.bif,50,6,rigid_extreme,0.25,0.7,X33,1,0.6531041897741845,0.03937125205993652,0.648223876953125,0.6505,0.00032665000000000065,1.666956090927124,0.14361858367919922,0.002604189774184529,0.6538,0.00033456000000000056,7.158820223808289,0.30707836151123047,0.0006958102258155519
bn_n50_w6_rigid_extreme.bif,50,6,rigid_extreme,0.25,0.8,X33,1,0.8344542949579095,0.03643512725830078,0.5638885498046875,0.8324,0.00015624000000000028,1.6435728549957276,0.13233470916748047,0.0020542949579094305,0.8351,0.00011229000000000021,6.780471920967102,0.33173179626464844,0.0006457050420904942
bn_n50_w6_rigid_extreme.bif,50,6,rigid_extreme,0.25,0.9,X33,1,0.8884015001065751,0.03901791572570801,0.6503372192382812,0.8826,0.0005276400000000009,1.9835587024688721,0.14148998260498047,0.005801500106575097,0.8894,0.00010764000000000021,8.184797644615173,0.3413829803466797,0.0009984998934248202
bn_n50_w6_rigid_extreme.bif,50,6,rigid_extreme,0.25,1.0,X33,1,0.957796536969181,0.03514266014099121,0.5487442016601562,0.9584000000000001,2.5440000000000044e-05,1.5285501956939698,0.12773418426513672,0.0006034630308191513,0.9587999999999999,2.4760000000000044e-05,6.617833352088928,0.30147457122802734,0.0010034630308188852
bn_n50_w6_concentrated_bias_low.bif,50,6,concentrated_bias_low,0.25,0.4,X45,1,0.39421691982707,0.0421602725982666,0.658905029296875,0.3899,7.809000000000014e-05,1.676906418800354,0.14887523651123047,0.004316919827069998,0.388,0.00025239999999999985,7.226062178611755,0.3183622360229492,0.006216919827070011
bn_n50_w6_concentrated_bias_low.bif,50,6,concentrated_bias_low,0.25,0.5,X45,1,0.5364012973107455,0.04397082328796387,0.5880355834960938,0.5378000000000001,6.736000000000011e-05,1.9884470224380493,0.13450145721435547,0.0013987026892545718,0.5394,0.00020904000000000034,8.523488926887513,0.36139965057373047,0.0029987026892545066
bn_n50_w6_concentrated_bias_low.bif,50,6,concentrated_bias_low,0.25,0.6,X45,1,0.5704530687772806,0.04802989959716797,0.7359695434570312,0.5785,0.00021004999999999944,2.072154402732849,0.16007518768310547,0.008046931222719378,0.5676000000000001,0.0001596399999999991,8.933169150352478,0.3899106979370117,0.002853068777280532
bn_n50_w6_concentrated_bias_low.bif,50,6,concentrated_bias_low,0.25,0.7,X45,1,0.6900199099300562,0.04112744331359863,0.5980300903320312,0.6904,0.00017383999999999905,1.6481604814529418,0.12909221649169922,0.0003800900699437726,0.6923,0.00012040999999999957,7.082676100730896,0.3268718719482422,0.0022800900699437854
bn_n50_w6_concentrated_bias_low.bif,50,6,concentrated_bias_low,0.25,0.8,X45,1,0.844697763122997,0.0452427864074707,0.6770172119140625,0.8494999999999999,0.00013485000000000024,1.7650972843170165,0.14019298553466797,0.0048022368770028745,0.8482000000000001,9.076000000000017e-05,7.450407552719116,0.3403158187866211,0.0035022368770030177
bn_n50_w6_concentrated_bias_low.bif,50,6,concentrated_bias_low,0.25,0.9,X45,1,0.8569847872765043,0.04460406303405762,0.697174072265625,0.8535,9.825000000000018e-05,2.0833722829818724,0.16376018524169922,0.003484787276504253,0.8585,2.2450000000000037e-05,8.819484448432922,0.4055013656616211,0.0015152127234957513
